ukprn,he_provider,academic_year,country_of_he_provider,region_of_he_provider,category_marker,category,value
10007164,"University of the West of England, Bristol",2017/18,England,South West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007800,The University of the West of Scotland,2017/18,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007800,The University of the West of Scotland,2017/18,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007800,The University of the West of Scotland,2017/18,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10006566,The University of West London,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10006566,The University of West London,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10006566,The University of West London,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007165,The University of Westminster,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007165,The University of Westminster,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007165,The University of Westminster,2017/18,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10003614,The University of Winchester,2017/18,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10003614,The University of Winchester,2017/18,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10003614,The University of Winchester,2017/18,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007166,The University of Wolverhampton,2017/18,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007166,The University of Wolverhampton,2017/18,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007166,The University of Wolverhampton,2017/18,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007139,University of Worcester,2017/18,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007139,University of Worcester,2017/18,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10007139,University of Worcester,2017/18,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007657,Writtle University College,2017/18,England,East of England,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007657,Writtle University College,2017/18,England,East of England,Method of Scope 3 carbon emissions from waste,Residential,NA
10007657,Writtle University College,2017/18,England,East of England,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007713,York St John University,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007713,York St John University,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,NA
10007713,York St John University,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007167,The University of York,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007167,The University of York,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007167,The University of York,2017/18,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007783,The University of Aberdeen,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007783,The University of Aberdeen,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007783,The University of Aberdeen,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007849,University of Abertay Dundee,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007849,University of Abertay Dundee,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,NA
10007849,University of Abertay Dundee,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007856,Aberystwyth University,2016/17,Wales,Wales,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007856,Aberystwyth University,2016/17,Wales,Wales,Method of Scope 3 carbon emissions from waste,Residential,NA
10007856,Aberystwyth University,2016/17,Wales,Wales,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10000291,Anglia Ruskin University,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10000291,Anglia Ruskin University,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Residential,Medium
10000291,Anglia Ruskin University,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007759,Aston University,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007759,Aston University,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,NA
10007759,Aston University,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007857,Bangor University,2016/17,Wales,Wales,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007857,Bangor University,2016/17,Wales,Wales,Method of Scope 3 carbon emissions from waste,Residential,NA
10007857,Bangor University,2016/17,Wales,Wales,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10000571,Bath Spa University,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10000571,Bath Spa University,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Residential,NA
10000571,Bath Spa University,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007850,The University of Bath,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007850,The University of Bath,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Residential,NA
10007850,The University of Bath,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007152,University of Bedfordshire,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007152,University of Bedfordshire,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007152,University of Bedfordshire,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10005343,Queen's University Belfast,2016/17,Northern Ireland,Northern Ireland,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10005343,Queen's University Belfast,2016/17,Northern Ireland,Northern Ireland,Method of Scope 3 carbon emissions from waste,Residential,Medium
10005343,Queen's University Belfast,2016/17,Northern Ireland,Northern Ireland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007760,Birkbeck College,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007760,Birkbeck College,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007760,Birkbeck College,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007140,Birmingham City University,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007140,Birmingham City University,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007140,Birmingham City University,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10006840,The University of Birmingham,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10006840,The University of Birmingham,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,Basic
10006840,The University of Birmingham,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10000712,University College Birmingham,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10000712,University College Birmingham,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,Basic
10000712,University College Birmingham,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007811,Bishop Grosseteste University,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007811,Bishop Grosseteste University,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007811,Bishop Grosseteste University,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10006841,The University of Bolton,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10006841,The University of Bolton,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10006841,The University of Bolton,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10000385,The Arts University Bournemouth,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10000385,The Arts University Bournemouth,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Residential,Basic
10000385,The Arts University Bournemouth,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10000824,Bournemouth University,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10000824,Bournemouth University,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Residential,NA
10000824,Bournemouth University,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007785,The University of Bradford,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007785,The University of Bradford,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,NA
10007785,The University of Bradford,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10000886,The University of Brighton,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10000886,The University of Brighton,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Medium
10000886,The University of Brighton,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10000936,The University College of Osteopathy,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10000936,The University College of Osteopathy,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10000936,The University College of Osteopathy,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007786,The University of Bristol,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007786,The University of Bristol,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Residential,NA
10007786,The University of Bristol,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10000961,Brunel University London,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10000961,Brunel University London,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,Medium
10000961,Brunel University London,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10000975,Buckinghamshire New University,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10000975,Buckinghamshire New University,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Residential,NA
10000975,Buckinghamshire New University,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007788,The University of Cambridge,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007788,The University of Cambridge,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Residential,NA
10007788,The University of Cambridge,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10003324,The Institute of Cancer Research,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10003324,The Institute of Cancer Research,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10003324,The Institute of Cancer Research,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10001143,Canterbury Christ Church University,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10001143,Canterbury Christ Church University,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Basic
10001143,Canterbury Christ Church University,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007814,Cardiff University,2016/17,Wales,Wales,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007814,Cardiff University,2016/17,Wales,Wales,Method of Scope 3 carbon emissions from waste,Residential,NA
10007814,Cardiff University,2016/17,Wales,Wales,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007854,Cardiff Metropolitan University,2016/17,Wales,Wales,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007854,Cardiff Metropolitan University,2016/17,Wales,Wales,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007854,Cardiff Metropolitan University,2016/17,Wales,Wales,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007141,The University of Central Lancashire,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007141,The University of Central Lancashire,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10007141,The University of Central Lancashire,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007848,University of Chester,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007848,University of Chester,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10007848,University of Chester,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007137,The University of Chichester,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007137,The University of Chichester,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007137,The University of Chichester,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10001478,"City, University of London",2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10001478,"City, University of London",2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10001478,"City, University of London",2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10001653,Conservatoire for Dance and Drama,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10001653,Conservatoire for Dance and Drama,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10001653,Conservatoire for Dance and Drama,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007761,Courtauld Institute of Art,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007761,Courtauld Institute of Art,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007761,Courtauld Institute of Art,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10001726,Coventry University,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10001726,Coventry University,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,Basic
10001726,Coventry University,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007822,Cranfield University,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007822,Cranfield University,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007822,Cranfield University,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10006427,University for the Creative Arts,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10006427,University for the Creative Arts,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10006427,University for the Creative Arts,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007842,University of Cumbria,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007842,University of Cumbria,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007842,University of Cumbria,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10001883,De Montfort University,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10001883,De Montfort University,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,Basic
10001883,De Montfort University,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007851,University of Derby,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007851,University of Derby,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,NA
10007851,University of Derby,2016/17,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007852,The University of Dundee,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007852,The University of Dundee,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,NA
10007852,The University of Dundee,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007143,University of Durham,2016/17,England,North East,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007143,University of Durham,2016/17,England,North East,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007143,University of Durham,2016/17,England,North East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007789,The University of East Anglia,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007789,The University of East Anglia,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007789,The University of East Anglia,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007144,The University of East London,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007144,The University of East London,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007144,The University of East London,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007823,Edge Hill University,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007823,Edge Hill University,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10007823,Edge Hill University,2016/17,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007772,Edinburgh Napier University,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007772,Edinburgh Napier University,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007772,Edinburgh Napier University,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007790,The University of Edinburgh,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007790,The University of Edinburgh,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10007790,The University of Edinburgh,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007791,The University of Essex,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007791,The University of Essex,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007791,The University of Essex,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007792,The University of Exeter,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007792,The University of Exeter,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Residential,NA
10007792,The University of Exeter,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10008640,Falmouth University,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10008640,Falmouth University,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Residential,NA
10008640,Falmouth University,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10004511,The National Film and Television School,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10004511,The National Film and Television School,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Residential,NA
10004511,The National Film and Television School,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007762,Glasgow Caledonian University,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007762,Glasgow Caledonian University,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007762,Glasgow Caledonian University,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10002681,Glasgow School of Art,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10002681,Glasgow School of Art,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Basic
10002681,Glasgow School of Art,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007794,The University of Glasgow,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007794,The University of Glasgow,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007794,The University of Glasgow,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10007145,University of Gloucestershire,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007145,University of Gloucestershire,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007145,University of Gloucestershire,2016/17,England,South West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007833,Glyndŵr University,2016/17,Wales,Wales,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007833,Glyndŵr University,2016/17,Wales,Wales,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007833,Glyndŵr University,2016/17,Wales,Wales,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10002718,Goldsmiths College,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10002718,Goldsmiths College,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10002718,Goldsmiths College,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007146,The University of Greenwich,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007146,The University of Greenwich,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007146,The University of Greenwich,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007825,Guildhall School of Music and Drama,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007825,Guildhall School of Music and Drama,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007825,Guildhall School of Music and Drama,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10040812,Harper Adams University,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10040812,Harper Adams University,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,NA
10040812,Harper Adams University,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007764,Heriot-Watt University,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007764,Heriot-Watt University,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007764,Heriot-Watt University,2016/17,Scotland,Scotland,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007147,University of Hertfordshire,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007147,University of Hertfordshire,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Residential,NA
10007147,University of Hertfordshire,2016/17,England,East of England,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007148,The University of Huddersfield,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007148,The University of Huddersfield,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,NA
10007148,The University of Huddersfield,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007149,The University of Hull,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10007149,The University of Hull,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Residential,Basic
10007149,The University of Hull,2016/17,England,Yorkshire and The Humber,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10003270,"Imperial College of Science, Technology and Medicine",2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10003270,"Imperial College of Science, Technology and Medicine",2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10003270,"Imperial College of Science, Technology and Medicine",2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007767,Keele University,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007767,Keele University,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007767,Keele University,2016/17,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007150,The University of Kent,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007150,The University of Kent,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10007150,The University of Kent,2016/17,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10003645,King's College London,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10003645,King's College London,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,Medium
10003645,King's College London,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10003678,Kingston University,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10003678,Kingston University,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10003678,Kingston University,2016/17,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
